Feature ID,Taxon,Confidence,M01,M03,M06,M09,M12,M16,M17,M19,M28
ec39293a8db6cdfc99fecc1decfa59d7,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium,0.9999249416550827,5.92303232752671,0.6785015526556695,2.67490290988912,1.8729078485074835,4.812970115877211,7.351853495458714,0.9309126708362289,10.565149820621942,8.420642072276841
f7a1c2a7dc74eb24446faaa79f519ee6,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Agathobacter,0.9479443280452504,2.4721861800513487,1.9421658200355407,2.223222828839984,3.5687608930201673,17.672968760588194,1.5709594390698502,7.014419735927728,2.5606762625455706,1.015426411846193
6184f0b1e75cda5265da4646ba5fe76b,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium,0.9999087982065075,0.5714601220219198,0.3320708657177218,9.690718748241121,7.374055938252138,0.41336314969167176,0.9023401674506671,3.8901436182534166,1.3594968699618004,1.1620243971325972
2e9f1c3013022ced2c0c9567d59fc064,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium,0.7454213372821097,0.9593352289981504,0.8759490944337743,2.4230314628243375,4.348908623122251,1.6382055973436334,0.5118191769474276,4.402652304841325,0.33551685572775203,7.967398759969335
32d82707df89d6609bb9832e5b3e122a,d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group,0.9366034264553014,2.2030201805482705,0.2961713126671573,2.314684527494794,3.0292970370985146,8.551873687063766,0.4112304369693205,0.43143386611072504,0.36020857238304116,4.804110123330599
2f4a2b08eec8d8d5f66dc0d20552881f,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella,0.9579960191080498,0.3078154763548022,0.5025937427079032,0.9399448415601959,0.9475198495034165,0.3422104763840889,0.2218869264222952,0.23453787352328004,16.537640343360106,0.5218350301938052
89fdfed0daa1852ef44dcff4d1090b31,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides,0.9999999727219324,0.2788283687160092,18.43621546911741,0.765464062587944,0.8423935596315046,0.4421630412685505,0.5547173160557379,0.31561269400046327,0.4517131693997008,0.5339394509972698
367da03193554afa419233cf58aa75c7,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium,0.9997966859717455,1.24230461309113,3.03530721042523,1.9600945573253785,1.5685949041414224,1.9838042962661788,4.418508328155972,0.4024785730831596,1.2708971807869396,3.418826409156322
04b8458f4bfd4c1c9749a946c7f148ce,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__UCG-002,0.9985727168604587,5.148662452033238,0.48643894383514924,2.9900939944841562,1.392923340802833,3.549163109033001,2.1804088636430876,0.41116516099142925,0.36747084198753793,1.0288757682944871
0360a498b5585f9028fa802e6b4f7bf5,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Dialister,0.9999997023521404,0.18910636888164978,0.12205848037191937,0.2589069623459222,0.2545162807425236,0.14738768042285016,0.3357888819857401,15.250752837618716,0.14088803032723787,0.16139227737952738
a4d98ca36dc66a0161e195b9a625b708,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia,0.972114517205912,1.481103166496425,0.2548868266590081,0.36443969156301004,2.4386532768971145,2.0142982991122858,4.417029081979823,0.19255269863331018,2.7291609173698963,2.786706656086506
fd204f7a88e546b2288fb9b86489ba32,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_vulgatus,0.8438742307581564,1.8496535350467933,3.557645707310944,2.1767884279844654,1.1273411348106344,0.5488920512299248,0.8668382592230999,4.874623581190642,1.006550567183256,0.6765026293491856
40f80939e6303ce27ee4934e5332b44d,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium,0.9999550893298894,1.1815697208955636,3.8071476010123675,2.0304497101367702,1.1563891885910311,0.4811276004607983,0.8579627821662081,0.4922399814686125,1.3551395081991024,0.9347302731564295
38f9479d2f37d1036274704b09d2e3c5,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia,0.9942312291044781,1.2257405515832482,2.5380984006749117,0.6697810547644509,0.8728248540681108,1.3400420139594769,0.9304458447974913,0.9077484364141766,1.6209385757236854,1.8089384422955361
7e3e371ef86710a1d15916b6ac9b8bab,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Eubacterium]_eligens_group,0.9950789394527866,4.316318361262182,0.0,1.1186469297011312,0.7580158796027333,1.2180660025750492,1.724801041389308,0.23164234422052352,0.22948771950209879,1.0100466692668757
31f232781685558bf9d62e35e8f237f9,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia,0.9999999993764982,1.1594843055517212,8.917448977760227,0.029549164180784602,0.03734749771765292,0.025411669038422444,0.06656607792668856,0.02895529302756544,0.023239262734389754,0.03765819805522306
